primary_id,strategy_id,future_id
308,0,308
309,0,309
310,0,310
311,0,311
312,0,312
313,0,313
314,0,314
315,0,315
316,0,316
317,0,317
318,0,318
319,0,319
320,0,320
321,0,321
322,0,322
323,0,323
324,0,324
325,0,325
326,0,326
327,0,327
328,0,328
329,0,329
330,0,330
331,0,331
332,0,332
333,0,333
334,0,334
335,0,335
336,0,336
337,0,337
338,0,338
339,0,339
340,0,340
341,0,341
342,0,342
343,0,343
344,0,344
345,0,345
346,0,346
347,0,347
348,0,348
349,0,349
350,0,350
351,0,351
352,0,352
353,0,353
354,0,354
355,0,355
356,0,356
357,0,357
358,0,358
359,0,359
360,0,360
361,0,361
362,0,362
363,0,363
364,0,364
365,0,365
366,0,366
367,0,367
368,0,368
369,0,369
370,0,370
371,0,371
372,0,372
373,0,373
374,0,374
375,0,375
376,0,376
377,0,377
378,0,378
379,0,379
380,0,380
381,0,381
382,0,382
383,0,383
384,0,384
385,0,385
386,0,386
387,0,387
388,0,388
389,0,389
390,0,390
391,0,391
392,0,392
393,0,393
394,0,394
395,0,395
396,0,396
397,0,397
398,0,398
399,0,399
400,0,400
401,0,401
402,0,402
403,0,403
404,0,404
405,0,405
406,0,406
407,0,407
408,0,408
409,0,409
410,0,410
411,0,411
412,0,412
413,0,413
414,0,414
415,0,415
416,0,416
417,0,417
418,0,418
419,0,419
420,0,420
421,0,421
422,0,422
423,0,423
424,0,424
425,0,425
426,0,426
427,0,427
428,0,428
429,0,429
430,0,430
431,0,431
432,0,432
433,0,433
434,0,434
435,0,435
436,0,436
437,0,437
438,0,438
439,0,439
440,0,440
441,0,441
442,0,442
443,0,443
444,0,444
445,0,445
446,0,446
447,0,447
448,0,448
449,0,449
450,0,450
451,0,451
452,0,452
453,0,453
454,0,454
455,0,455
456,0,456
457,0,457
458,0,458
459,0,459
460,0,460
461,0,461
462,0,462
463,0,463
464,0,464
465,0,465
466,0,466
467,0,467
468,0,468
469,0,469
470,0,470
471,0,471
472,0,472
473,0,473
474,0,474
475,0,475
476,0,476
477,0,477
478,0,478
479,0,479
480,0,480
481,0,481
482,0,482
483,0,483
484,0,484
485,0,485
486,0,486
487,0,487
488,0,488
489,0,489
490,0,490
491,0,491
492,0,492
493,0,493
494,0,494
495,0,495
496,0,496
497,0,497
498,0,498
499,0,499
500,0,500
501,0,501
502,0,502
503,0,503
504,0,504
505,0,505
506,0,506
507,0,507
508,0,508
509,0,509
510,0,510
511,0,511
512,0,512
513,0,513
514,0,514
515,0,515
516,0,516
517,0,517
518,0,518
519,0,519
520,0,520
521,0,521
522,0,522
523,0,523
524,0,524
525,0,525
526,0,526
527,0,527
528,0,528
529,0,529
530,0,530
531,0,531
532,0,532
533,0,533
534,0,534
535,0,535
536,0,536
537,0,537
538,0,538
539,0,539
540,0,540
541,0,541
542,0,542
543,0,543
544,0,544
545,0,545
546,0,546
547,0,547
548,0,548
549,0,549
550,0,550
551,0,551
552,0,552
553,0,553
554,0,554
555,0,555
556,0,556
557,0,557
558,0,558
559,0,559
560,0,560
561,0,561
562,0,562
563,0,563
564,0,564
565,0,565
566,0,566
567,0,567
568,0,568
569,0,569
570,0,570
571,0,571
572,0,572
573,0,573
574,0,574
575,0,575
576,0,576
577,0,577
578,0,578
579,0,579
580,0,580
581,0,581
582,0,582
583,0,583
584,0,584
585,0,585
586,0,586
587,0,587
588,0,588
589,0,589
590,0,590
591,0,591
592,0,592
593,0,593
594,0,594
595,0,595
596,0,596
597,0,597
598,0,598
599,0,599
600,0,600
601,0,601
602,0,602
603,0,603
604,0,604
605,0,605
606,0,606
607,0,607
608,0,608
609,0,609
610,0,610
611,0,611
612,0,612
613,0,613
614,0,614
615,0,615
616,0,616
617,0,617
618,0,618
619,0,619
620,0,620
621,0,621
622,0,622
623,0,623
624,0,624
625,0,625
626,0,626
627,0,627
628,0,628
629,0,629
630,0,630
631,0,631
632,0,632
633,0,633
634,0,634
635,0,635
636,0,636
637,0,637
638,0,638
639,0,639
640,0,640
641,0,641
642,0,642
643,0,643
644,0,644
645,0,645
646,0,646
647,0,647
648,0,648
649,0,649
650,0,650
651,0,651
652,0,652
653,0,653
654,0,654
655,0,655
656,0,656
657,0,657
658,0,658
659,0,659
660,0,660
661,0,661
662,0,662
663,0,663
664,0,664
665,0,665
666,0,666
667,0,667
668,0,668
669,0,669
670,0,670
671,0,671
672,0,672
673,0,673
674,0,674
675,0,675
676,0,676
677,0,677
678,0,678
679,0,679
680,0,680
681,0,681
682,0,682
683,0,683
684,0,684
685,0,685
686,0,686
687,0,687
688,0,688
689,0,689
690,0,690
691,0,691
692,0,692
693,0,693
694,0,694
695,0,695
696,0,696
697,0,697
698,0,698
699,0,699
700,0,700
701,0,701
702,0,702
703,0,703
704,0,704
705,0,705
706,0,706
707,0,707
708,0,708
709,0,709
710,0,710
711,0,711
712,0,712
713,0,713
714,0,714
715,0,715
716,0,716
717,0,717
718,0,718
719,0,719
720,0,720
721,0,721
722,0,722
723,0,723
724,0,724
725,0,725
726,0,726
727,0,727
728,0,728
729,0,729
730,0,730
731,0,731
732,0,732
733,0,733
734,0,734
735,0,735
736,0,736
737,0,737
738,0,738
739,0,739
740,0,740
741,0,741
742,0,742
743,0,743
744,0,744
745,0,745
746,0,746
747,0,747
748,0,748
749,0,749
750,0,750
751,0,751
752,0,752
753,0,753
754,0,754
755,0,755
756,0,756
757,0,757
758,0,758
759,0,759
760,0,760
761,0,761
762,0,762
763,0,763
764,0,764
765,0,765
766,0,766
767,0,767
768,0,768
769,0,769
770,0,770
771,0,771
772,0,772
773,0,773
774,0,774
775,0,775
776,0,776
777,0,777
778,0,778
779,0,779
780,0,780
781,0,781
782,0,782
783,0,783
784,0,784
785,0,785
786,0,786
787,0,787
788,0,788
789,0,789
790,0,790
791,0,791
792,0,792
793,0,793
794,0,794
795,0,795
796,0,796
797,0,797
798,0,798
799,0,799
800,0,800
801,0,801
802,0,802
803,0,803
804,0,804
805,0,805
806,0,806
807,0,807
808,0,808
809,0,809
810,0,810
811,0,811
812,0,812
813,0,813
814,0,814
815,0,815
816,0,816
817,0,817
818,0,818
819,0,819
820,0,820
821,0,821
822,0,822
823,0,823
824,0,824
825,0,825
826,0,826
827,0,827
828,0,828
829,0,829
830,0,830
831,0,831
832,0,832
833,0,833
834,0,834
835,0,835
836,0,836
837,0,837
838,0,838
839,0,839
840,0,840
841,0,841
842,0,842
843,0,843
844,0,844
845,0,845
846,0,846
847,0,847
848,0,848
849,0,849
850,0,850
851,0,851
852,0,852
853,0,853
854,0,854
855,0,855
856,0,856
857,0,857
858,0,858
859,0,859
860,0,860
861,0,861
862,0,862
863,0,863
864,0,864
865,0,865
866,0,866
867,0,867
868,0,868
869,0,869
870,0,870
871,0,871
872,0,872
873,0,873
874,0,874
875,0,875
876,0,876
877,0,877
878,0,878
879,0,879
880,0,880
881,0,881
882,0,882
883,0,883
884,0,884
885,0,885
886,0,886
887,0,887
888,0,888
889,0,889
890,0,890
891,0,891
892,0,892
893,0,893
894,0,894
895,0,895
896,0,896
897,0,897
898,0,898
899,0,899
900,0,900
901,0,901
902,0,902
903,0,903
904,0,904
905,0,905
906,0,906
907,0,907
908,0,908
909,0,909
910,0,910
911,0,911
912,0,912
913,0,913
914,0,914
915,0,915
916,0,916
917,0,917
918,0,918
919,0,919
920,0,920
921,0,921
922,0,922
923,0,923
924,0,924
925,0,925
926,0,926
927,0,927
928,0,928
929,0,929
930,0,930
931,0,931
932,0,932
933,0,933
934,0,934
935,0,935
936,0,936
937,0,937
938,0,938
939,0,939
940,0,940
941,0,941
942,0,942
943,0,943
944,0,944
945,0,945
946,0,946
947,0,947
948,0,948
949,0,949
950,0,950
951,0,951
952,0,952
953,0,953
954,0,954
955,0,955
956,0,956
957,0,957
958,0,958
959,0,959
960,0,960
961,0,961
962,0,962
963,0,963
964,0,964
965,0,965
966,0,966
967,0,967
968,0,968
969,0,969
970,0,970
971,0,971
972,0,972
973,0,973
974,0,974
975,0,975
976,0,976
977,0,977
978,0,978
979,0,979
980,0,980
981,0,981
982,0,982
983,0,983
984,0,984
985,0,985
986,0,986
987,0,987
988,0,988
989,0,989
990,0,990
991,0,991
992,0,992
993,0,993
994,0,994
995,0,995
996,0,996
997,0,997
998,0,998
999,0,999
1000,0,1000
1001,1,0
1002,1,1
1003,1,2
1004,1,3
1005,1,4
1006,1,5
1007,1,6
1008,1,7
1009,1,8
1010,1,9
1011,1,10
1012,1,11
1013,1,12
1014,1,13
1015,1,14
1016,1,15
1017,1,16
1018,1,17
1019,1,18
1020,1,19
1021,1,20
1022,1,21
1023,1,22
1024,1,23
1025,1,24
1026,1,25
1027,1,26
1028,1,27
1029,1,28
1030,1,29
1031,1,30
1032,1,31
1033,1,32
1034,1,33
1035,1,34
1036,1,35
1037,1,36
1038,1,37
1039,1,38
1040,1,39
1041,1,40
1042,1,41
1043,1,42
1044,1,43
1045,1,44
1046,1,45
1047,1,46
1048,1,47
1049,1,48
1050,1,49
1051,1,50
1052,1,51
1053,1,52
1054,1,53
1055,1,54
1056,1,55
1057,1,56
1058,1,57
1059,1,58
1060,1,59
1061,1,60
1062,1,61
1063,1,62
1064,1,63
1065,1,64
1066,1,65
1067,1,66
1068,1,67
1069,1,68
1070,1,69
1071,1,70
1072,1,71
1073,1,72
1074,1,73
1075,1,74
1076,1,75
1077,1,76
1078,1,77
1079,1,78
1080,1,79
1081,1,80
1082,1,81
1083,1,82
1084,1,83
1085,1,84
1086,1,85
1087,1,86
1088,1,87
1089,1,88
1090,1,89
1091,1,90
1092,1,91
1093,1,92
1094,1,93
1095,1,94
1096,1,95
1097,1,96
1098,1,97
1099,1,98
1100,1,99
1101,1,100
1102,1,101
1103,1,102
1104,1,103
1105,1,104
1106,1,105
1107,1,106
1108,1,107
1109,1,108
1110,1,109
1111,1,110
1112,1,111
1113,1,112
1114,1,113
1115,1,114
1116,1,115
1117,1,116
1118,1,117
1119,1,118
1120,1,119
1121,1,120
1122,1,121
1123,1,122
1124,1,123
1125,1,124
1126,1,125
1127,1,126
1128,1,127
1129,1,128
1130,1,129
1131,1,130
1132,1,131
1133,1,132
1134,1,133
1135,1,134
1136,1,135
1137,1,136
1138,1,137
1139,1,138
1140,1,139
1141,1,140
1142,1,141
1143,1,142
1144,1,143
1145,1,144
1146,1,145
1147,1,146
1148,1,147
1149,1,148
1150,1,149
1151,1,150
1152,1,151
1153,1,152
1154,1,153
1155,1,154
1156,1,155
1157,1,156
1158,1,157
1159,1,158
1160,1,159
1161,1,160
1162,1,161
1163,1,162
1164,1,163
1165,1,164
1166,1,165
1167,1,166
1168,1,167
1169,1,168
1170,1,169
1171,1,170
1172,1,171
1173,1,172
1174,1,173
1175,1,174
1176,1,175
1177,1,176
1178,1,177
1179,1,178
1180,1,179
1181,1,180
1182,1,181
1183,1,182
1184,1,183
1185,1,184
1186,1,185
1187,1,186
1188,1,187
1189,1,188
1190,1,189
1191,1,190
1192,1,191
1193,1,192
1194,1,193
1195,1,194
1196,1,195
1197,1,196
1198,1,197
1199,1,198
1200,1,199
1201,1,200
1202,1,201
1203,1,202
1204,1,203
1205,1,204
1206,1,205
1207,1,206
1208,1,207
1209,1,208
1210,1,209
1211,1,210
1212,1,211
1213,1,212
1214,1,213
1215,1,214
1216,1,215
1217,1,216
1218,1,217
1219,1,218
1220,1,219
1221,1,220
1222,1,221
1223,1,222
1224,1,223
1225,1,224
1226,1,225
1227,1,226
1228,1,227
1229,1,228
1230,1,229
1231,1,230
1232,1,231
1233,1,232
1234,1,233
1235,1,234
1236,1,235
1237,1,236
1238,1,237
1239,1,238
1240,1,239
1241,1,240
1242,1,241
1243,1,242
1244,1,243
1245,1,244
1246,1,245
1247,1,246
1248,1,247
1249,1,248
1250,1,249
1251,1,250
1252,1,251
1253,1,252
1254,1,253
1255,1,254
1256,1,255
1257,1,256
1258,1,257
1259,1,258
1260,1,259
1261,1,260
1262,1,261
1263,1,262
1264,1,263
1265,1,264
1266,1,265
1267,1,266
1268,1,267
1269,1,268
1270,1,269
1271,1,270
1272,1,271
1273,1,272
1274,1,273
1275,1,274
1276,1,275
1277,1,276
1278,1,277
1279,1,278
1280,1,279
1281,1,280
1282,1,281
1283,1,282
1284,1,283
1285,1,284
1286,1,285
1287,1,286
1288,1,287
1289,1,288
1290,1,289
1291,1,290
1292,1,291
1293,1,292
1294,1,293
1295,1,294
1296,1,295
1297,1,296
1298,1,297
1299,1,298
1300,1,299
1301,1,300
1302,1,301
1303,1,302
1304,1,303
1305,1,304
1306,1,305
1307,1,306
1308,1,307
1309,1,308
1310,1,309
1311,1,310
1312,1,311
1313,1,312
1314,1,313
1315,1,314
1316,1,315
1317,1,316
1318,1,317
1319,1,318
1320,1,319
1321,1,320
1322,1,321
1323,1,322
1324,1,323
1325,1,324
1326,1,325
1327,1,326
1328,1,327
1329,1,328
1330,1,329
1331,1,330
1332,1,331
1333,1,332
1334,1,333
1335,1,334
1336,1,335
1337,1,336
1338,1,337
1339,1,338
1340,1,339
1341,1,340
1342,1,341
1343,1,342
1344,1,343
1345,1,344
1346,1,345
1347,1,346
1348,1,347
1349,1,348
1350,1,349
1351,1,350
1352,1,351
1353,1,352
1354,1,353
1355,1,354
1356,1,355
1357,1,356
1358,1,357
1359,1,358
1360,1,359
1361,1,360
1362,1,361
1363,1,362
1364,1,363
1365,1,364
1366,1,365
1367,1,366
1368,1,367
1369,1,368
1370,1,369
1371,1,370
1372,1,371
1373,1,372
1374,1,373
1375,1,374
1376,1,375
1377,1,376
1378,1,377
1379,1,378
1380,1,379
1381,1,380
1382,1,381
1383,1,382
1384,1,383
1385,1,384
1386,1,385
1387,1,386
1388,1,387
1389,1,388
1390,1,389
1391,1,390
1392,1,391
1393,1,392
1394,1,393
1395,1,394
1396,1,395
1397,1,396
1398,1,397
1399,1,398
1400,1,399
1401,1,400
1402,1,401
1403,1,402
1404,1,403
1405,1,404
1406,1,405
1407,1,406
1408,1,407
1409,1,408
1410,1,409
1411,1,410
1412,1,411
1413,1,412
1414,1,413
1415,1,414
1416,1,415
1417,1,416
1418,1,417
1419,1,418
1420,1,419
1421,1,420
1422,1,421
1423,1,422
1424,1,423
1425,1,424
1426,1,425
1427,1,426
1428,1,427
1429,1,428
1430,1,429
1431,1,430
1432,1,431
1433,1,432
1434,1,433
1435,1,434
1436,1,435
1437,1,436
1438,1,437
1439,1,438
1440,1,439
1441,1,440
1442,1,441
1443,1,442
1444,1,443
1445,1,444
1446,1,445
1447,1,446
1448,1,447
1449,1,448
1450,1,449
1451,1,450
1452,1,451
1453,1,452
1454,1,453
1455,1,454
1456,1,455
1457,1,456
1458,1,457
1459,1,458
1460,1,459
1461,1,460
1462,1,461
1463,1,462
1464,1,463
1465,1,464
1466,1,465
1467,1,466
1468,1,467
1469,1,468
1470,1,469
1471,1,470
1472,1,471
1473,1,472
1474,1,473
1475,1,474
1476,1,475
1477,1,476
1478,1,477
1479,1,478
1480,1,479
1481,1,480
1482,1,481
1483,1,482
1484,1,483
1485,1,484
1486,1,485
1487,1,486
1488,1,487
1489,1,488
1490,1,489
1491,1,490
1492,1,491
1493,1,492
1494,1,493
1495,1,494
1496,1,495
1497,1,496
1498,1,497
1499,1,498
1500,1,499
1501,1,500
1502,1,501
1503,1,502
1504,1,503
1505,1,504
1506,1,505
1507,1,506
1508,1,507
1509,1,508
1510,1,509
1511,1,510
1512,1,511
1513,1,512
1514,1,513
1515,1,514
1516,1,515
1517,1,516
1518,1,517
1519,1,518
1520,1,519
1521,1,520
1522,1,521
1523,1,522
1524,1,523
1525,1,524
1526,1,525
1527,1,526
1528,1,527
1529,1,528
1530,1,529
1531,1,530
1532,1,531
1533,1,532
1534,1,533
1535,1,534
1536,1,535
1537,1,536
1538,1,537
1539,1,538
1540,1,539
1541,1,540
1542,1,541
1543,1,542
1544,1,543
1545,1,544
1546,1,545
1547,1,546
1548,1,547
1549,1,548
1550,1,549
1551,1,550
1552,1,551
1553,1,552
1554,1,553
1555,1,554
1556,1,555
1557,1,556
1558,1,557
1559,1,558
1560,1,559
1561,1,560
1562,1,561
1563,1,562
1564,1,563
1565,1,564
1566,1,565
1567,1,566
1568,1,567
1569,1,568
1570,1,569
1571,1,570
1572,1,571
1573,1,572
1574,1,573
1575,1,574
1576,1,575
1577,1,576
1578,1,577
1579,1,578
1580,1,579
1581,1,580
1582,1,581
1583,1,582
1584,1,583
1585,1,584
1586,1,585
1587,1,586
1588,1,587
1589,1,588
1590,1,589
1591,1,590
1592,1,591
1593,1,592
1594,1,593
1595,1,594
1596,1,595
1597,1,596
1598,1,597
1599,1,598
1600,1,599
1601,1,600
1602,1,601
1603,1,602
1604,1,603
1605,1,604
1606,1,605
1607,1,606
1608,1,607
1609,1,608
1610,1,609
1611,1,610
1612,1,611
1613,1,612
1614,1,613
1615,1,614
1616,1,615
1617,1,616
1618,1,617
1619,1,618
1620,1,619
1621,1,620
1622,1,621
1623,1,622
1624,1,623
1625,1,624
1626,1,625
1627,1,626
1628,1,627
1629,1,628
1630,1,629
1631,1,630
1632,1,631
1633,1,632
1634,1,633
1635,1,634
1636,1,635
1637,1,636
1638,1,637
1639,1,638
1640,1,639
1641,1,640
1642,1,641
1643,1,642
1644,1,643
1645,1,644
1646,1,645
1647,1,646
1648,1,647
1649,1,648
1650,1,649
1651,1,650
1652,1,651
1653,1,652
1654,1,653
1655,1,654
1656,1,655
1657,1,656
1658,1,657
1659,1,658
1660,1,659
1661,1,660
1662,1,661
1663,1,662
1664,1,663
1665,1,664
1666,1,665
1667,1,666
1668,1,667
1669,1,668
1670,1,669
1671,1,670
1672,1,671
1673,1,672
1674,1,673
1675,1,674
1676,1,675
1677,1,676
1678,1,677
1679,1,678
1680,1,679
1681,1,680
1682,1,681
1683,1,682
1684,1,683
1685,1,684
1686,1,685
1687,1,686
1688,1,687
1689,1,688
1690,1,689
1691,1,690
1692,1,691
1693,1,692
1694,1,693
1695,1,694
1696,1,695
1697,1,696
1698,1,697
1699,1,698
1700,1,699
1701,1,700
1702,1,701
1703,1,702
1704,1,703
1705,1,704
1706,1,705
1707,1,706
1708,1,707
1709,1,708
1710,1,709
1711,1,710
1712,1,711
1713,1,712
1714,1,713
1715,1,714
1716,1,715
1717,1,716
1718,1,717
1719,1,718
1720,1,719
1721,1,720
1722,1,721
1723,1,722
1724,1,723
1725,1,724
1726,1,725
1727,1,726
1728,1,727
1729,1,728
1730,1,729
1731,1,730
1732,1,731
1733,1,732
1734,1,733
1735,1,734
1736,1,735
1737,1,736
1738,1,737
1739,1,738
1740,1,739
1741,1,740
1742,1,741
1743,1,742
1744,1,743
1745,1,744
1746,1,745
1747,1,746
1748,1,747
1749,1,748
1750,1,749
1751,1,750
1752,1,751
1753,1,752
1754,1,753
1755,1,754
1756,1,755
1757,1,756
1758,1,757
1759,1,758
1760,1,759
1761,1,760
1762,1,761
1763,1,762
1764,1,763
1765,1,764
1766,1,765
1767,1,766
1768,1,767
1769,1,768
1770,1,769
1771,1,770
1772,1,771
1773,1,772
1774,1,773
1775,1,774
1776,1,775
1777,1,776
1778,1,777
1779,1,778
1780,1,779
1781,1,780
1782,1,781
1783,1,782
1784,1,783
1785,1,784
1786,1,785
1787,1,786
1788,1,787
1789,1,788
1790,1,789
1791,1,790
1792,1,791
1793,1,792
1794,1,793
1795,1,794
1796,1,795
1797,1,796
1798,1,797
1799,1,798
1800,1,799
1801,1,800
1802,1,801
1803,1,802
1804,1,803
1805,1,804
1806,1,805
1807,1,806
1808,1,807
1809,1,808
1810,1,809
1811,1,810
1812,1,811
1813,1,812
1814,1,813
1815,1,814
1816,1,815
1817,1,816
1818,1,817
1819,1,818
1820,1,819
1821,1,820
1822,1,821
1823,1,822
1824,1,823
1825,1,824
1826,1,825
1827,1,826
1828,1,827
1829,1,828
1830,1,829
1831,1,830
1832,1,831
1833,1,832
1834,1,833
1835,1,834
1836,1,835
1837,1,836
1838,1,837
1839,1,838
1840,1,839
1841,1,840
1842,1,841
1843,1,842
1844,1,843
1845,1,844
1846,1,845
1847,1,846
1848,1,847
1849,1,848
1850,1,849
1851,1,850
1852,1,851
1853,1,852
1854,1,853
1855,1,854
1856,1,855
1857,1,856
1858,1,857
1859,1,858
1860,1,859
1861,1,860
1862,1,861
1863,1,862
1864,1,863
1865,1,864
1866,1,865
1867,1,866
1868,1,867
1869,1,868
1870,1,869
1871,1,870
1872,1,871
1873,1,872
1874,1,873
1875,1,874
1876,1,875
1877,1,876
1878,1,877
1879,1,878
1880,1,879
1881,1,880
1882,1,881
1883,1,882
1884,1,883
1885,1,884
1886,1,885
1887,1,886
1888,1,887
1889,1,888
1890,1,889
1891,1,890
1892,1,891
1893,1,892
1894,1,893
1895,1,894
1896,1,895
1897,1,896
1898,1,897
1899,1,898
1900,1,899
1901,1,900
1902,1,901
1903,1,902
1904,1,903
1905,1,904
1906,1,905
1907,1,906
1908,1,907
1909,1,908
1910,1,909
1911,1,910
1912,1,911
1913,1,912
1914,1,913
1915,1,914
1916,1,915
1917,1,916
1918,1,917
1919,1,918
1920,1,919
1921,1,920
1922,1,921
1923,1,922
1924,1,923
1925,1,924
1926,1,925
1927,1,926
1928,1,927
1929,1,928
1930,1,929
1931,1,930
1932,1,931
1933,1,932
1934,1,933
1935,1,934
1936,1,935
1937,1,936
1938,1,937
1939,1,938
1940,1,939
1941,1,940
1942,1,941
1943,1,942
1944,1,943
1945,1,944
1946,1,945
1947,1,946
1948,1,947
1949,1,948
1950,1,949
1951,1,950
1952,1,951
1953,1,952
1954,1,953
1955,1,954
1956,1,955
1957,1,956
1958,1,957
1959,1,958
1960,1,959
1961,1,960
1962,1,961
1963,1,962
1964,1,963
1965,1,964
1966,1,965
1967,1,966
1968,1,967
1969,1,968
1970,1,969
1971,1,970
1972,1,971
1973,1,972
1974,1,973
1975,1,974
1976,1,975
1977,1,976
1978,1,977
1979,1,978
1980,1,979
1981,1,980
1982,1,981
1983,1,982
1984,1,983
1985,1,984
1986,1,985
1987,1,986
1988,1,987
1989,1,988
1990,1,989
1991,1,990
1992,1,991
1993,1,992
1994,1,993
1995,1,994
1996,1,995
1997,1,996
1998,1,997
1999,1,998
2000,1,999
2001,1,1000
