future_id,time_period,year,month,area_ag_km2,demand_agricultural_m3km2,demand_municipal_m3p,flow_m3s,population,precipitation_mm
0,30,2013,6,150.0,453143.4393600001,9.67539265,38.773176,4169970.0,5.4
0,31,2013,7,150.0,442726.3488,9.79057596,21.292761,4174326.0,28.6
0,32,2013,8,150.0,432309.25823999994,9.79057596,11.762091,4178682.0,3.5
0,33,2013,9,150.0,411475.07712,9.56020945,15.775944,4183037.0,2.0
0,34,2013,10,150.0,411475.07712,9.09947643,26.657049,4187393.0,12.9
0,35,2013,11,150.0,401057.98656,8.86910992,24.227451,4191748.0,20.9
0,36,2013,12,150.0,390640.89600000007,8.638743409999998,19.164369,4196104.0,9.2
0,37,2014,1,150.0,390640.89600000007,8.638743409999998,23.86449,4200460.0,3.6
0,38,2014,2,150.0,416683.6224,8.75392672,27.188298,4204940.0,6.5
0,39,2014,3,150.0,442726.3488,8.98429323,50.6088,4209421.0,25.3
0,40,2014,4,150.0,458351.9846399999,8.98429323,24.796107,4213901.0,18.7
0,41,2014,5,150.0,468769.0752000001,9.214659740000002,23.79636,4218382.0,5.8
0,42,2014,6,150.0,453143.4393600001,9.67539265,24.592464,4222862.0,27.3
0,43,2014,7,150.0,442726.3488,9.79057596,14.236986000000002,4227343.0,18.4
0,44,2014,8,150.0,432309.25823999994,9.79057596,11.016080999999998,4231823.0,0.0
0,45,2014,9,150.0,411475.07712,9.56020945,13.335779999999998,4236304.0,3.5
0,46,2014,10,150.0,411475.07712,9.09947643,18.50733,4240784.0,0.0
0,47,2014,11,150.0,401057.98656,8.86910992,24.486915,4245265.0,3.4
0,48,2014,12,150.0,390640.89600000007,8.638743409999998,21.768096,4249745.0,5.2
0,49,2015,1,150.0,390640.89600000007,8.638743409999998,15.440528999999998,4254226.0,0.0
0,50,2015,2,150.0,416683.6224,8.75392672,24.682572,4258834.0,0.0
0,51,2015,3,150.0,442726.3488,8.98429323,59.16240000000001,4263443.0,5.4
0,52,2015,4,150.0,458351.9846399999,8.98429323,38.612196000000004,4268052.0,53.2
0,53,2015,5,150.0,468769.0752000001,9.214659740000002,25.549776,4272661.0,9.2
0,54,2015,6,150.0,453143.4393600001,9.67539265,31.659264,4277269.0,41.0
0,55,2015,7,150.0,442726.3488,9.79057596,13.641164999999999,4281878.0,6.0
0,56,2015,8,150.0,432309.25823999994,9.79057596,9.275391,4286487.0,26.5
0,57,2015,9,150.0,411475.07712,9.56020945,13.392528,4291096.0,9.0
0,58,2015,10,150.0,411475.07712,9.09947643,18.312516,4295704.0,14.0
0,59,2015,11,150.0,401057.98656,8.86910992,20.984151,4300313.0,15.3
0,60,2015,12,150.0,390640.89600000007,8.638743409999998,40.533696000000006,4304922.0,4.0
0,61,2016,1,150.0,390640.89600000007,8.638743409999998,73.449597,4309531.0,51.5
0,62,2016,2,150.0,416683.6224,8.75392672,23.862942,4314271.0,34.0
0,63,2016,3,150.0,442726.3488,8.98429323,55.53359999999999,4319012.0,13.0
0,64,2016,4,150.0,458351.9846399999,8.98429323,36.868923,4323752.0,60.5
0,65,2016,5,150.0,468769.0752000001,9.214659740000002,36.258138,4328493.0,51.5
0,66,2016,6,150.0,453143.4393600001,9.67539265,41.69412,4333233.0,32.5
0,67,2016,7,150.0,442726.3488,9.79057596,22.672557,4337974.0,18.5
0,68,2016,8,150.0,432309.25823999994,9.79057596,12.632436000000002,4342714.0,4.0
0,69,2016,9,150.0,411475.07712,9.56020945,17.677001999999998,4347455.0,4.0
0,70,2016,10,150.0,411475.07712,9.09947643,19.643745000000003,4352195.0,11.5
0,71,2016,11,150.0,401057.98656,8.86910992,19.005738,4356936.0,37.5
0,72,2016,12,150.0,390640.89600000007,8.638743409999998,20.079192000000003,4361676.0,48.0
0,73,2017,1,150.0,390640.89600000007,8.638743409999998,37.224525,4366417.0,37.0
0,74,2017,2,150.0,416683.6224,8.75392672,53.51013,4371292.0,0.0
0,75,2017,3,150.0,442726.3488,8.98429323,120.75480000000002,4376168.0,6.0
0,76,2017,4,150.0,458351.9846399999,8.98429323,43.633863,4381044.0,26.0
0,77,2017,5,150.0,468769.0752000001,9.214659740000002,31.311000000000003,4385920.0,34.5
0,78,2017,6,150.0,453143.4393600001,9.67539265,37.124256,4390796.0,7.5
0,79,2017,7,150.0,442726.3488,9.79057596,20.508785999999997,4395672.0,0.0
0,80,2017,8,150.0,432309.25823999994,9.79057596,14.074722,4400547.0,1.5
0,81,2017,9,150.0,411475.07712,9.56020945,13.250658,4405423.0,3.5
0,82,2017,10,150.0,411475.07712,9.09947643,21.299664000000003,4410299.0,16.0
0,83,2017,11,150.0,401057.98656,8.86910992,14.465117999999999,4415175.0,0.0
0,84,2017,12,150.0,390640.89600000007,8.638743409999998,25.028619,4420051.0,32.0
0,85,2018,1,150.0,390640.89600000007,8.638743409999998,33.532668,4424927.0,3.5
0,86,2018,2,150.0,416683.6224,8.75392672,55.50066000000001,4429941.0,15.0
0,87,2018,3,150.0,442726.3488,8.98429323,151.2108,4434956.0,12.0
0,88,2018,4,150.0,458351.9846399999,8.98429323,71.656326,4439971.0,71.0
0,89,2018,5,150.0,468769.0752000001,9.214659740000002,32.532129,4444986.0,13.5
0,90,2018,6,150.0,453143.4393600001,9.67539265,32.601504,4450001.0,61.2
0,91,2018,7,150.0,442726.3488,9.79057596,17.780553,4455016.0,5.5
0,92,2018,8,150.0,432309.25823999994,9.79057596,10.94148,4460031.0,4.0
0,93,2018,9,150.0,411475.07712,9.56020945,6.1855319999999985,4465046.0,17.5
0,94,2018,10,150.0,411475.07712,9.09947643,11.266743,4470061.0,7.0
0,95,2018,11,150.0,401057.98656,8.86910992,18.421944000000003,4475076.0,20.5
0,96,2018,12,150.0,390640.89600000007,8.638743409999998,24.864420000000006,4480091.0,8.5
0,97,2019,1,150.0,390640.89600000007,8.638743409999998,53.80728600000001,4485106.0,21.5
0,98,2019,2,150.0,416683.6224,8.75392672,69.949566,4490263.0,7.0
0,99,2019,3,150.0,442726.3488,8.98429323,115.668,4495421.0,4.0
0,100,2019,4,150.0,458351.9846399999,8.98429323,72.93125699999999,4500579.0,82.5
0,101,2019,5,150.0,468769.0752000001,9.214659740000002,17.690715,4505737.0,22.5
0,102,2019,6,150.0,453143.4393600001,9.67539265,17.761224,4510895.0,29.5
0,103,2019,7,150.0,442726.3488,9.79057596,5.95821,4516053.0,4.5
0,104,2019,8,150.0,432309.25823999994,9.79057596,7.509834,4521210.0,10.7
0,105,2019,9,150.0,411475.07712,9.56020945,3.092766,4526368.0,2.9
0,106,2019,10,150.0,411475.07712,9.09947643,10.844646,4531526.0,0.0
0,107,2019,11,150.0,401057.98656,8.86910992,13.329963000000001,4536684.0,19.5
0,108,2019,12,150.0,390640.89600000007,8.638743409999998,15.739647,4541842.0,19.75
0,109,2020,1,150.0,390640.89600000007,8.638743409999998,34.695297,4547000.0,11.3
0,110,2020,2,150.0,416683.6224,8.75392672,50.137938,4552153.0,43.5
0,111,2020,3,150.0,442726.3488,8.98429323,94.4784,4557306.0,28.8
0,112,2020,4,150.0,458351.9846399999,8.98429323,42.22883700000001,4562459.0,21.1
0,113,2020,5,150.0,468769.0752000001,9.214659740000002,21.040992000000006,4567613.0,6.5
0,114,2020,6,150.0,453143.4393600001,9.67539265,17.101656,4572766.0,6.1
0,115,2020,7,150.0,442726.3488,9.79057596,8.027904,4577919.0,0.0
0,116,2020,8,150.0,432309.25823999994,9.79057596,8.405046,4583072.0,2.0
0,117,2020,9,150.0,411475.07712,9.56020945,4.993824,4588226.0,0.0
0,118,2020,10,150.0,411475.07712,9.09947643,14.124015,4593379.0,0.0
0,119,2020,11,150.0,401057.98656,8.86910992,5.675775,4598532.0,19.5
0,120,2020,12,150.0,390640.89600000007,8.638743409999998,4.245717,4603685.0,4.5
0,121,2021,1,150.0,390640.89600000007,8.638743409999998,13.587562586800708,4608839.0,0.0
0,122,2021,2,150.0,416683.6224,8.75392672,13.967727958320445,4613916.0,0.0
0,123,2021,3,150.0,442726.3488,8.98429323,113.49846531725096,4618993.0,24.77615115101194
0,124,2021,4,150.0,458351.9846399999,8.98429323,50.858089833614,4624071.0,7.6544206808004365
0,125,2021,5,150.0,468769.0752000001,9.214659740000002,40.00117406955284,4629148.0,1.8128891086106298
0,126,2021,6,150.0,453143.4393600001,9.67539265,41.6575429699059,4634226.0,6.546544003316163
0,127,2021,7,150.0,442726.3488,9.79057596,20.265440386394697,4639303.0,0.0
0,128,2021,8,150.0,432309.25823999994,9.79057596,15.376735302258348,4644380.0,8.359433111926794
0,129,2021,9,150.0,411475.07712,9.56020945,20.511920706436378,4649458.0,0.0
0,130,2021,10,150.0,411475.07712,9.09947643,23.019614726685205,4654535.0,8.057284927158355
0,131,2021,11,150.0,401057.98656,8.86910992,26.67573001437067,4659613.0,4.834370956295013
0,132,2021,12,150.0,390640.89600000007,8.638743409999998,24.034604858209033,4664690.0,0.9064445543053149
0,133,2022,1,150.0,390640.89600000007,8.638743409999998,49.06224970576537,4669768.0,1.0143212317895887
0,134,2022,2,150.0,416683.6224,8.75392672,82.61256593557303,4674764.0,8.520298347032545
0,135,2022,3,150.0,442726.3488,8.98429323,103.98676693117757,4679761.0,35.19694674309873
0,136,2022,4,150.0,458351.9846399999,8.98429323,47.33877722586012,4684758.0,28.70529085964536
0,137,2022,5,150.0,468769.0752000001,9.214659740000002,35.63930221332292,4689754.0,56.19339624114321
0,138,2022,6,150.0,453143.4393600001,9.67539265,42.69412360922071,4694751.0,14.707657860949036
0,139,2022,7,150.0,442726.3488,9.79057596,21.142750455310914,4699748.0,0.0
0,140,2022,8,150.0,432309.25823999994,9.79057596,15.483652083150535,4704744.0,0.0
0,141,2022,9,150.0,411475.07712,9.56020945,12.9410275618753,4709741.0,1.0143212317895887
0,142,2022,10,150.0,411475.07712,9.09947643,16.901240537948684,4714738.0,4.057284927158355
0,143,2022,11,150.0,401057.98656,8.86910992,21.96333024894714,4719734.0,8.11456985431671
0,144,2022,12,150.0,390640.89600000007,8.638743409999998,21.93181261766981,4724731.0,0.0
0,145,2023,1,150.0,390640.89600000007,8.638743409999998,22.754554542981168,4729728.0,8.989040259622573
0,146,2023,2,150.0,416683.6224,8.75392672,67.80870700043664,4734639.0,74.56817488095997
0,147,2023,3,150.0,442726.3488,8.98429323,79.3268646845785,4739550.0,11.747041248370406
0,148,2023,4,150.0,458351.9846399999,8.98429323,37.657212574750076,4744461.0,14.096449498044489
0,149,2023,5,150.0,468769.0752000001,9.214659740000002,35.85737771008875,4749372.0,0.9193336629159448
0,150,2023,6,150.0,453143.4393600001,9.67539265,37.348286800116355,4754283.0,0.4085927390737533
0,151,2023,7,150.0,442726.3488,9.79057596,20.556722961014227,4759194.0,8.478299335780381
0,152,2023,8,150.0,432309.25823999994,9.79057596,14.60709852581505,4764105.0,7.661113857632874
0,153,2023,9,150.0,411475.07712,9.56020945,17.84364585950402,4769016.0,0.0
0,154,2023,10,150.0,411475.07712,9.09947643,23.72052142309151,4773927.0,2.0429636953687664
0,155,2023,11,150.0,401057.98656,8.86910992,44.44267454217853,4778838.0,12.053485802675723
0,156,2023,12,150.0,390640.89600000007,8.638743409999998,29.526111207628325,4783749.0,52.60631515574573
0,157,2024,1,150.0,390640.89600000007,8.638743409999998,38.155210723059774,4788660.0,19.23561406893062
0,158,2024,2,150.0,416683.6224,8.75392672,69.97971307708941,4793480.0,15.429636953687663
0,159,2024,3,150.0,442726.3488,8.98429323,61.62752858315022,4798301.0,1.0286424635791775
0,160,2024,4,150.0,458351.9846399999,8.98429323,32.37971926205876,4803121.0,59.969855626666046
0,161,2024,5,150.0,468769.0752000001,9.214659740000002,30.224365898054202,4807942.0,8.74346094042301
0,162,2024,6,150.0,453143.4393600001,9.67539265,31.213337629353965,4812762.0,11.829388331160542
0,163,2024,7,150.0,442726.3488,9.79057596,21.115508711435226,4817583.0,16.45827941726684
0,164,2024,8,150.0,432309.25823999994,9.79057596,9.313161674141256,4822404.0,2.057284927158355
0,165,2024,9,150.0,411475.07712,9.56020945,12.913689135427232,4827224.0,0.0
0,166,2024,10,150.0,411475.07712,9.09947643,20.139423969316653,4832045.0,1.5429636953687664
0,167,2024,11,150.0,401057.98656,8.86910992,26.27018347622969,4836865.0,1.6458279417266841
0,168,2024,12,150.0,390640.89600000007,8.638743409999998,26.724197708121554,4841686.0,6.274719027832982
0,169,2025,1,150.0,390640.89600000007,8.638743409999998,19.48417092912923,4846507.0,9.840129255002733
0,170,2025,2,150.0,416683.6224,8.75392672,61.196541708811154,4851232.0,53.65459951675174
0,171,2025,3,150.0,442726.3488,8.98429323,96.24308220275252,4855957.0,69.9167078644931
0,172,2025,4,150.0,458351.9846399999,8.98429323,41.20357848697775,4860683.0,7.768523096054789
0,173,2025,5,150.0,468769.0752000001,9.214659740000002,29.633928559850315,4865408.0,76.23510664928432
0,174,2025,6,150.0,453143.4393600001,9.67539265,34.0754654704981,4870134.0,10.358030794739719
0,175,2025,7,150.0,442726.3488,9.79057596,19.02916412607635,4874859.0,2.0716061589479438
0,176,2025,8,150.0,432309.25823999994,9.79057596,13.751106938614859,4879584.0,6.732720016580817
0,177,2025,9,150.0,411475.07712,9.56020945,15.079474641838516,4884310.0,0.0
0,178,2025,10,150.0,411475.07712,9.09947643,21.16454613463726,4889035.0,4.1432123178958875
0,179,2025,11,150.0,401057.98656,8.86910992,24.188442821733954,4893761.0,3.1074092384219156
0,180,2025,12,150.0,390640.89600000007,8.638743409999998,17.057960284010257,4898486.0,15.537046192109578
0,181,2026,1,150.0,390640.89600000007,8.638743409999998,28.264451062157917,4903212.0,21.90223760274409
0,182,2026,2,150.0,416683.6224,8.75392672,32.519160757328486,4907837.0,10.951118801372045
0,183,2026,3,150.0,442726.3488,8.98429323,51.27500342560926,4912462.0,3.6503729337906816
0,184,2026,4,150.0,458351.9846399999,8.98429323,31.237478619498084,4917088.0,17.521790082195274
0,185,2026,5,150.0,468769.0752000001,9.214659740000002,26.453960370080942,4921713.0,42.13573329289815
0,186,2026,6,150.0,453143.4393600001,9.67539265,31.99918979746226,4926338.0,68.00123293804354
0,187,2026,7,150.0,442726.3488,9.79057596,8.036974984176931,4930964.0,62.577821722125975
0,188,2026,8,150.0,432309.25823999994,9.79057596,5.234218022104375,4935589.0,20.859273907375325
0,189,2026,9,150.0,411475.07712,9.56020945,16.119953403738908,4940214.0,22.11083034181784
0,190,2026,10,150.0,411475.07712,9.09947643,24.204995780175683,4944840.0,30.976021752452354
0,191,2026,11,150.0,401057.98656,8.86910992,25.189532443971594,4949465.0,0.0
0,192,2026,12,150.0,390640.89600000007,8.638743409999998,23.589939554937146,4954090.0,0.0
0,193,2027,1,150.0,390640.89600000007,8.638743409999998,36.71008983498833,4958716.0,22.472660261040193
0,194,2027,2,150.0,416683.6224,8.75392672,84.33988541735948,4963236.0,17.957125722606886
0,195,2027,3,150.0,442726.3488,8.98429323,106.18908848542246,4967757.0,14.806752788816203
0,196,2027,4,150.0,458351.9846399999,8.98429323,39.63377968997348,4972278.0,25.518020763704524
0,197,2027,5,150.0,468769.0752000001,9.214659740000002,32.444675011673425,4976798.0,38.749587085625386
0,198,2027,6,150.0,453143.4393600001,9.67539265,35.92769248245753,4981319.0,72.98363963281746
0,199,2027,7,150.0,442726.3488,9.79057596,19.53315834277004,4985840.0,21.002486225271213
0,200,2027,8,150.0,432309.25823999994,9.79057596,14.13826923971616,4990360.0,6.405758298707719
0,201,2027,9,150.0,411475.07712,9.56020945,15.058549059152737,4994881.0,26.253107781589012
0,202,2027,10,150.0,411475.07712,9.09947643,11.624399223353766,4999402.0,26.253107781589012
0,205,2028,1,150.0,390640.89600000007,8.638743409999998,31.643120492100895,5012964.0,10.044206808004372
0,206,2028,2,150.0,416683.6224,8.75392672,34.24862536757458,5017375.0,54.76735922680278
0,207,2028,3,150.0,442726.3488,8.98429323,76.33509996310426,5021786.0,71.36673258318895
0,217,2029,1,150.0,390640.89600000007,8.638743409999998,22.872631213582412,5065901.0,10.112232659004919
0,218,2029,2,150.0,416683.6224,8.75392672,23.60273691966343,5070198.0,55.13827913015314
0,219,2029,3,150.0,442726.3488,8.98429323,46.89567502051287,5074496.0,71.85007415608759
0,227,2029,11,150.0,401057.98656,8.86910992,21.147941350714067,5108876.0,22.24691184981082
0,228,2029,12,150.0,390640.89600000007,8.638743409999998,32.32733767183856,5113174.0,9.792898996088974
0,229,2030,1,150.0,390640.89600000007,8.638743409999998,28.396008989659645,5117472.0,3.857782172212598
0,230,2030,2,150.0,416683.6224,8.75392672,55.47229061243355,5121651.0,6.965440033161634
0,231,2030,3,150.0,442726.3488,8.98429323,63.71945492220999,5125830.0,27.11163582138298
0,232,2030,4,150.0,458351.9846399999,8.98429323,23.492481656637846,5130009.0,20.039035172326546
0,233,2030,5,150.0,468769.0752000001,9.214659740000002,18.64721273469886,5134189.0,6.215315721898073
0,234,2030,6,150.0,453143.4393600001,9.67539265,47.67965795484843,5138368.0,29.254848139278867
0,235,2030,7,150.0,442726.3488,9.79057596,20.777577081434952,5142547.0,19.717553324642164
0,236,2030,8,150.0,432309.25823999994,9.79057596,12.52378897242979,5146726.0,0.0
0,237,2030,9,150.0,411475.07712,9.56020945,15.702724290912201,5150906.0,3.750621556317803
0,238,2030,10,150.0,411475.07712,9.09947643,26.331701672786057,5155085.0,0.0
0,239,2030,11,150.0,401057.98656,8.86910992,31.177941472495778,5159264.0,3.6434609404230085
0,240,2030,12,150.0,390640.89600000007,8.638743409999998,45.79481365974943,5163443.0,5.572352026529308
0,241,2031,1,150.0,390640.89600000007,8.638743409999998,25.52844596586342,5167623.0,0.0
0,242,2031,2,150.0,416683.6224,8.75392672,43.52890768943814,5171679.0,0.0
0,243,2031,3,150.0,442726.3488,8.98429323,86.63058196810074,5175736.0,5.825340584150786
0,244,2031,4,150.0,458351.9846399999,8.98429323,61.70698584123695,5179792.0,57.39039242163367
0,245,2031,5,150.0,468769.0752000001,9.214659740000002,36.143852182785125,5183849.0,9.92465432855319
0,246,2031,6,150.0,453143.4393600001,9.67539265,64.89223683181795,5187905.0,44.22943776855226
0,247,2031,7,150.0,442726.3488,9.79057596,24.30222888370994,5191962.0,6.472600649056428
0,248,2031,8,150.0,432309.25823999994,9.79057596,12.278533803974321,5196019.0,28.587319533332558
0,249,2031,9,150.0,411475.07712,9.56020945,15.200232682079449,5200075.0,9.708900973584642
0,250,2031,10,150.0,411475.07712,9.09947643,17.022563337704334,5204132.0,15.102734847798333
0,251,2031,11,150.0,401057.98656,8.86910992,18.951384923609464,5208188.0,16.505131655093894
0,252,2031,12,150.0,390640.89600000007,8.638743409999998,25.4229702153745,5212245.0,4.315067099370952
0,253,2032,1,150.0,390640.89600000007,8.638743409999998,52.95827791007603,5216302.0,55.92526062298292
0,254,2032,2,150.0,416683.6224,8.75392672,71.95783885225214,5220231.0,36.9215312850761
0,255,2032,3,150.0,442726.3488,8.98429323,106.38308356232517,5224161.0,14.117056079587922
0,256,2032,4,150.0,458351.9846399999,8.98429323,67.28349973722773,5228091.0,65.6986071396207
0,257,2032,5,150.0,468769.0752000001,9.214659740000002,57.04920966679448,5232020.0,55.92526062298292
0,258,2032,6,150.0,453143.4393600001,9.67539265,43.72419892659425,5235950.0,35.292640198969806
0,259,2032,7,150.0,442726.3488,9.79057596,22.616597170908495,5239880.0,20.08965672864435
0,260,2032,8,150.0,432309.25823999994,9.79057596,9.580780564577553,5243809.0,4.34370956295013
0,261,2032,9,150.0,411475.07712,9.56020945,15.32090064400493,5247739.0,4.34370956295013
0,262,2032,10,150.0,411475.07712,9.09947643,17.7477319983822,5251669.0,12.488164993481623
0,263,2032,11,150.0,401057.98656,8.86910992,23.083403909607767,5255598.0,40.72227715265747
0,264,2032,12,150.0,390640.89600000007,8.638743409999998,24.53045070841229,5259528.0,52.124514755401556
0,265,2033,1,150.0,390640.89600000007,8.638743409999998,51.622598574750775,5263458.0,40.44425624539609
0,266,2033,2,150.0,416683.6224,8.75392672,62.80815656382722,5267256.0,0.0
0,267,2033,3,150.0,442726.3488,8.98429323,62.0745834064822,5271054.0,6.558528039793961
0,268,2033,4,150.0,458351.9846399999,8.98429323,28.144720526410847,5274853.0,28.420288172440497
0,269,2033,5,150.0,468769.0752000001,9.214659740000002,28.0418155457281,5278651.0,37.71153622881527
0,270,2033,6,150.0,453143.4393600001,9.67539265,34.44874103062298,5282450.0,8.19816004974245
0,271,2033,7,150.0,442726.3488,9.79057596,19.22683302313103,5286248.0,0.0
0,272,2033,8,150.0,432309.25823999994,9.79057596,14.964550611918456,5290046.0,1.6396320099484902
0,273,2033,9,150.0,411475.07712,9.56020945,16.940978661268968,5293845.0,3.8258080232131437
0,274,2033,10,150.0,411475.07712,9.09947643,22.023899172583835,5297643.0,17.489408106117228
0,275,2033,11,150.0,401057.98656,8.86910992,27.6065900270262,5301442.0,0.0
0,276,2033,12,150.0,390640.89600000007,8.638743409999998,27.522945897612274,5305240.0,34.978816212234456
0,277,2034,1,150.0,390640.89600000007,8.638743409999998,39.554545288135806,5309039.0,3.8508701788449238
0,278,2034,2,150.0,416683.6224,8.75392672,29.908250610330906,5312702.0,16.503729337906815
0,279,2034,3,150.0,442726.3488,8.98429323,61.49044154149351,5316365.0,13.202983470325453
0,280,2034,4,150.0,458351.9846399999,8.98429323,56.990376895475464,5320028.0,78.11765219942559
0,281,2034,5,150.0,468769.0752000001,9.214659740000002,32.03813839082524,5323692.0,14.853356404116134
0,282,2034,6,150.0,453143.4393600001,9.67539265,33.62906221421187,5327355.0,67.33521569865981
0,283,2034,7,150.0,442726.3488,9.79057596,18.579935158707556,5331018.0,6.0513674238991655
0,284,2034,8,150.0,432309.25823999994,9.79057596,14.218979009376872,5334681.0,4.400994490108484
0,285,2034,9,150.0,411475.07712,9.56020945,16.62455582030038,5338345.0,19.25435089422462
0,286,2034,10,150.0,411475.07712,9.09947643,20.21474848162706,5342008.0,7.7017403576898475
0,287,2034,11,150.0,401057.98656,8.86910992,21.015889845786276,5345671.0,22.55509676180598
0,288,2034,12,150.0,390640.89600000007,8.638743409999998,22.854602001422545,5349334.0,9.35211329148053
0,289,2035,1,150.0,390640.89600000007,8.638743409999998,22.456742719229442,5352998.0,23.809298626071186
0,290,2035,2,150.0,416683.6224,8.75392672,24.204271782615184,5356522.0,7.751864668953409
0,291,2035,3,150.0,442726.3488,8.98429323,63.12337864638679,5360046.0,4.4296369536876625
0,292,2035,4,150.0,458351.9846399999,8.98429323,33.05548963688901,5363570.0,91.36126216980804
0,293,2035,5,150.0,468769.0752000001,9.214659740000002,25.03386781213704,5367094.0,24.9167078644931
0,294,2035,6,150.0,453143.4393600001,9.67539265,25.229039452469205,5370618.0,32.66857253344651
0,295,2035,7,150.0,442726.3488,9.79057596,10.48102041778673,5374142.0,4.98334157289862
0,296,2035,8,150.0,432309.25823999994,9.79057596,8.776834119598945,5377666.0,11.849278851114496
0,297,2035,9,150.0,411475.07712,9.56020945,8.739560802015866,5381190.0,3.2114867914235554
0,298,2035,10,150.0,411475.07712,9.09947643,13.618211442871585,5384714.0,0.0
0,299,2035,11,150.0,401057.98656,8.86910992,11.781266861546356,5388238.0,21.594480149227355
0,300,2035,12,150.0,390640.89600000007,8.638743409999998,5.907420607262822,5391762.0,21.871332458832832
0,301,2036,1,150.0,390640.89600000007,8.638743409999998,15.24532036446441,5395287.0,12.594639353778824
0,302,2036,2,150.0,416683.6224,8.75392672,15.517269155013908,5398668.0,48.48378866277688
0,303,2036,3,150.0,442726.3488,8.98429323,15.792198344160331,5402049.0,32.09961180432125
0,304,2036,4,150.0,458351.9846399999,8.98429323,15.22811457369004,5405430.0,23.517423926082582
0,305,2036,5,150.0,468769.0752000001,9.214659740000002,15.87419565190014,5408811.0,7.244704053058615
0,306,2036,6,150.0,453143.4393600001,9.67539265,17.035667609432267,5412192.0,6.79887611133193
0,307,2036,7,150.0,442726.3488,9.79057596,7.277084922028448,5415573.0,0.0
0,308,2036,8,150.0,432309.25823999994,9.79057596,3.8006959953718176,5418954.0,2.22913970863342
0,309,2036,9,150.0,411475.07712,9.56020945,5.209339733729281,5422335.0,0.0
0,310,2036,10,150.0,411475.07712,9.09947643,16.128427007263223,5425716.0,0.0
0,311,2036,11,150.0,401057.98656,8.86910992,24.392513142317277,5429097.0,21.734112159175844
0,312,2036,12,150.0,390640.89600000007,8.638743409999998,22.407439066693996,5432478.0,5.0155643444251945
0,313,2037,1,150.0,390640.89600000007,8.638743409999998,20.757857018305547,5435859.0,0.0
0,314,2037,2,150.0,416683.6224,8.75392672,27.78624999960156,5439093.0,0.0
0,315,2037,3,150.0,442726.3488,8.98429323,49.234383065426464,5442327.0,27.594569567203006
0,316,2037,4,150.0,458351.9846399999,8.98429323,34.468977557215304,5445562.0,8.525151573607433
0,317,2037,5,150.0,468769.0752000001,9.214659740000002,31.95208597087921,5448796.0,2.019114846380708
0,318,2037,6,150.0,453143.4393600001,9.67539265,24.82501215023807,5452030.0,7.291248056374778
0,319,2037,7,150.0,442726.3488,9.79057596,8.669380446033161,5455265.0,0.0
0,320,2037,8,150.0,432309.25823999994,9.79057596,5.3520599808484945,5458499.0,9.310362902755486
