strategy_id,time_period,year,month,capacity_reservoir_million_m3,increase_ag_efficiency_rate,increase_mun_efficiency_rate,transmission_gw_ag_m3s,transmission_gw_mun_m3s,transmission_res_ag_m3s,transmission_res_mun_m3s,recylcing_proportion_mun,wastewater_treatment_capacity_m3s
0,80,2017,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,81,2017,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,82,2017,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,83,2017,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,84,2017,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,85,2018,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,86,2018,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,87,2018,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,88,2018,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,89,2018,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,90,2018,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,91,2018,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,92,2018,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,93,2018,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,94,2018,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,95,2018,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,96,2018,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,97,2019,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,98,2019,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,99,2019,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,100,2019,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,101,2019,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,102,2019,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,103,2019,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,104,2019,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,105,2019,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,106,2019,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,107,2019,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,108,2019,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,109,2020,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,110,2020,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,111,2020,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,112,2020,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,113,2020,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,114,2020,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,115,2020,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,116,2020,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,117,2020,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,118,2020,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,119,2020,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,120,2020,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,121,2021,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,122,2021,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,123,2021,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,124,2021,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,125,2021,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,126,2021,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,127,2021,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,128,2021,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,129,2021,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,130,2021,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,131,2021,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,132,2021,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,133,2022,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,134,2022,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,135,2022,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,136,2022,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,137,2022,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,138,2022,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,139,2022,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,140,2022,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,141,2022,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,142,2022,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,143,2022,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,144,2022,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,145,2023,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,146,2023,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,147,2023,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,148,2023,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,149,2023,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,150,2023,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,151,2023,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,152,2023,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,153,2023,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,154,2023,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,155,2023,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,156,2023,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,157,2024,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,158,2024,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,159,2024,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,160,2024,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,161,2024,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,162,2024,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,163,2024,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,164,2024,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,165,2024,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,166,2024,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,167,2024,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,168,2024,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,169,2025,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,170,2025,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,171,2025,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,172,2025,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,173,2025,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,174,2025,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,175,2025,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,176,2025,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,177,2025,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,178,2025,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,179,2025,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,180,2025,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,181,2026,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,182,2026,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,183,2026,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,184,2026,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,185,2026,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,186,2026,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,187,2026,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,188,2026,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,189,2026,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,190,2026,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,191,2026,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,192,2026,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,193,2027,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,194,2027,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,195,2027,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,196,2027,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,197,2027,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,198,2027,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,199,2027,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,200,2027,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,201,2027,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,202,2027,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,205,2028,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,206,2028,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,207,2028,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,217,2029,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,218,2029,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,219,2029,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,227,2029,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,228,2029,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,229,2030,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,230,2030,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,231,2030,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,232,2030,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,233,2030,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,234,2030,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,235,2030,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,236,2030,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,237,2030,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,238,2030,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,239,2030,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,240,2030,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,241,2031,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,242,2031,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,243,2031,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,244,2031,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,245,2031,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,246,2031,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,247,2031,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,248,2031,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,249,2031,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,250,2031,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,251,2031,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,252,2031,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,253,2032,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,254,2032,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,255,2032,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,256,2032,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,257,2032,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,258,2032,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,259,2032,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,260,2032,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,261,2032,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,262,2032,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,263,2032,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,264,2032,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,265,2033,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,266,2033,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,267,2033,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,268,2033,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,269,2033,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,270,2033,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,271,2033,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,272,2033,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,273,2033,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,274,2033,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,275,2033,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,276,2033,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,277,2034,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,278,2034,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,279,2034,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,280,2034,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,281,2034,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,282,2034,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,283,2034,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,284,2034,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,285,2034,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,286,2034,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,287,2034,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,288,2034,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,289,2035,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,290,2035,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,291,2035,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,292,2035,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,293,2035,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,294,2035,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,295,2035,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,296,2035,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,297,2035,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,298,2035,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,299,2035,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,300,2035,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,301,2036,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,302,2036,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,303,2036,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,304,2036,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,305,2036,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,306,2036,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,307,2036,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,308,2036,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,309,2036,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,310,2036,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,311,2036,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,312,2036,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,313,2037,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,314,2037,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,315,2037,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,316,2037,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,317,2037,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,318,2037,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,319,2037,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,320,2037,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,321,2037,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,322,2037,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,323,2037,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,324,2037,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,325,2038,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,326,2038,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,327,2038,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,328,2038,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,329,2038,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,330,2038,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,331,2038,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,332,2038,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,333,2038,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,334,2038,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,335,2038,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,336,2038,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,337,2039,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,338,2039,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,339,2039,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,340,2039,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,341,2039,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,342,2039,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,343,2039,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,344,2039,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,345,2039,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,346,2039,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,347,2039,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,348,2039,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,349,2040,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,350,2040,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,351,2040,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,352,2040,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,353,2040,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,354,2040,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,355,2040,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,356,2040,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,357,2040,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,358,2040,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,359,2040,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,360,2040,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,361,2041,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,362,2041,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,363,2041,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,364,2041,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,365,2041,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,366,2041,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,367,2041,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,368,2041,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,369,2041,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,370,2041,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,371,2041,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,372,2041,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,373,2042,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,374,2042,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,375,2042,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,376,2042,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,377,2042,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,378,2042,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,379,2042,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,380,2042,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,381,2042,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,382,2042,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,383,2042,11,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,384,2042,12,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,385,2043,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,386,2043,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,387,2043,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,388,2043,4,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,389,2043,5,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,390,2043,6,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,391,2043,7,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,392,2043,8,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,393,2043,9,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,394,2043,10,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,397,2044,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,398,2044,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,399,2044,3,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,409,2045,1,300,0.0,0.0,,2.5,10,10,0.2,0.5
0,410,2045,2,300,0.0,0.0,,2.5,10,10,0.2,0.5
